# Per-paragraph assessment and outcome for Symposium modern-en (accessibility pass). Coordinates chapter.index, index 0-based.
# similarity_* = word-token SequenceMatcher ratio against original-en, as in books/classify-modern-en.py. Categories: see ASSESSMENT.md.
coordinate	chapter_title	words_before	words_after	similarity_before	similarity_after	decision	categories	reason_or_note	sha256_before	sha256_after
7.56	Socrates & Diotima	247	269	0.976	0.469	RENDER	ARC SYN	"""Nay"", ""sciences"" (branches of knowledge), the long periodic ""recollection"" sentence."	d685d3d655140d50755650990460a4d01357ba7f0a01dcd4d91ada6bff72c778	8eff844c5d036c41125c99598caf4970b0bb6d4a53e6bb28d38800079f4b3fea
7.57	Socrates & Diotima	25	26	0.920	0.706	RENDER	ARC	"""Marvel not""."	8d3548b90af9c5396226a30cd0cdcc96825492722e547bdca4f14169cef41dad	2818193f30098d5cff9b62b9a92cc25acf534302f4f08ec7f58ba0e677afe159
7.58	Socrates & Diotima	195	188	0.948	0.535	RENDER	ARC IMG	"""O thou wise Diotima"", ""Nay""; ""your own Codrus"" glossed (Athenian king)."	240e37bfc98d4b4c4f6eb76c6421f2614aeb676eef66e087e6eca728cbb6b4f8	942b64ea959d56f6cd3c20c431b711ababa54208bbb15d48e253cf1c34639f15
7.59	Socrates & Diotima	161	170	0.940	0.556	RENDER	ARC FF	"""betake themselves to women""; ""temperance and justice"" (self-control and justice)."	f2ce34542baf58f357c962c3fe4cf050105a5cf51fa028343351bec2364e3541	5ef035d9bb1279f110176e7909334e7ffee5d7191a158f09bae02ae279d7714b
7.60	Socrates & Diotima	218	222	0.968	0.550	RENDER	ARC IMG	"""deformity"", ""married"" (wedded), ""Lacedaemon"", ""Hellas""; Lycurgus's ""children"" identified as his laws. Jowett's ""a far nearer tie"" and ""a closer friendship"" (Recheck 2 #7)."	d66846dcc97b5a1ca28f017093d5cd985d2c36442d7251cda45f6ecd00377250	f273bacb4105b4080890b911a4511bc200922451a67c896e3684935b193ea492
7.61	Socrates & Diotima	77	65	0.942	0.601	RENDER	FF IMG	"""Hellenes and barbarians"" (Greeks and non-Greeks); ""raised in their honour""."	e95d74fdb34b72fd4ba9f085336ad87b59ba13dd1340b68ec212a35c36af26d3	ec56bf132c7c57b1ae56c0dd01c0de2de683da2748dd436b803e2ada5312b61f
7.62	Socrates & Diotima	214	211	0.960	0.450	RENDER	FF DIST	"""beautiful forms"" could be taken for Platonic Forms, the goal of the ascent; rendered bodies. Upstream slip ""is and the same"" rendered ""one and the same""."	8e0e9360766f432ca461c3c5c3931c54c96830a0560f96dcc0039eb3835068d7	7117828ef175148192c9ee641f0a7ba4b9e4706ebb3d5954759ff23e3f1c9ce3
7.63	Socrates & Diotima	178	193	0.986	0.578	RENDER	FF ARC SYN	"""bring to the birth"", ""sciences"", ""waxes strong"", ""please to give me your very best attention"". Jowett's ""He will not be like a servant"" (Recheck 2 #4)."	f199d15c0d72b831a3a965c9b9fc78b7c92638eaaabe2feb7f5f8d4b3efeb7cd	1c786a386da4bc48d0be59dec950ca9aecffe9124c38ea07be74be81c61c8806
7.64	Socrates & Diotima	213	225	0.981	0.413	RENDER	ARC SYN	"""waxing and waning"", ""the final cause of all our former toils""; long description of absolute beauty kept whole. ""ever-growing"" unpacked as ""always growing and perishing"" (Recheck 2 #8)."	366179fb0f2d8140fdb9f0ae152f81f55162909eeb0549d403d2c51a4437799c	031daa697cdff535abb2baed5138b2228022114af9f280dd41c820664b0e958a
7.65	Socrates & Diotima	234	230	0.961	0.524	RENDER	FF ARC	"""the stranger of Mantineia"" (the woman from Mantineia; Jowett's form, STYLE §4), ""after the measure of gold"", ""meat or drink"", ""thither looking, and holding converse""."	368bdfea20e894ab73add906f46a570eaee819d1b816f9030006ce148aa341df	cff43c34b960568ee6a21a20f4b02abec1dd4de38c3f068ab4a16efc39ea27df
7.66	Socrates & Diotima	65	73	0.985	0.333	RENDER	FF	"""the friend of God"" (friend of the gods), ""an ignoble life""."	ba5b5a1ff7bec7780da969152530bfb3008ae6109a4e08faada5ea3aac8add43	17e81ec7f862526ab111718000f08a6c2cbdcb5690b7e025d17e39393c724a53
7.67	Socrates & Diotima	103	103	0.911	0.485	RENDER	ARC TYP	"""walk in his ways"", ""exhort"", ""according to the measure of my ability""; set-speech convention."	6419120aa44e3158030d78982eac0d24398002ac234e34ce4b5e66a2447b0c8e	4664087b76f71bc1baec7780b0a21d0c00b8e1f82c53ef00080e6f2d79795fa2
7.68	Socrates & Diotima	20	23	0.950	0.465	RENDER	ARC	"""encomium"" kept once, glossed."	d417d2fe76580d9e2f0848ca426d91388a9bfc1bcaae5c81df42e2f825113b8e	169e26a9bfc5d9842b93338aa19eef4b06c400fa6450979b87250769b79df56d
8.0	Alcibiades	274	262	0.955	0.505	RENDER	ARC FF	"""revellers"", ""ribands"", ""Hail, friends"", ""companion of your revels"", ""fairest"", ""the understanding of which I spoke""."	413004f16fc89427cd42f36d29f572c445f9597004c04d81a9529e6d0124501f	a9470cf9998d86fac236f109a297f574eac4435ee9e0fd65f8e40c33c2ebb3c0
8.1	Alcibiades	7	7	1.000	0.857	TARGETED	TYP	Opening quotation mark added: the paragraph continues Alcibiades's speech from 8.0 (multi-paragraph convention). Text otherwise unchanged.	6848d159546e79468bf0fc021849f9b828f6d93fcb7c986bec516c27bc86de6d	30c4f604b5763bb00c3cfcf01bd6dee053168096401d841d8f0c17bedd52a85d
8.2	Alcibiades	106	100	0.953	0.563	RENDER	ARC	"""vociferous"", ""Thereupon"", ""ribands""."	94ba300c9a250af85d310b2230caaea93eed2f0de86ce9ca9e485d4add004f56	dab32a220a2626997c807a7acbdcbe915be168f8d8eb883010174e6942e48ed3
8.3	Alcibiades	98	93	0.908	0.408	RENDER	ARC SYN	"""who makes the third partner in our revels"", ""contrived to find a place"", ""the fairest of the company""."	05cda0c63ac8365aaf61841fb668660c3c8dc5f7b1f6ae1159eb9d152742e48f	110a6d0c6f7e1a005b9864676253b837174f4d0e40a284c64728fb8900554719
8.4	Alcibiades	116	107	0.983	0.601	RENDER	ARC FF	"""Since I became his admirer"" (Socrates's mock claim to be Alcibiades's lover), ""any other fair one"", ""Please to see to this"", ""bodily fear""."	1b6e2fc3483ccd4dcced98f90be46ec59eb8122aebb68ae5b7133b0ecf6b6ea2	a546bbf82583b6e62b6ca28301fc59806391c9a7044774755ea4a87e218c7e5a
8.5	Alcibiades	95	97	0.915	0.379	RENDER	ARC	"""defer your chastisement"", ""ribands"", ""marvellous head of this universal despot"", ""Whereupon""."	a0266afd498c399c6c2e444860badc1cfc389e6863639d026e17fa8b5b8b41c1	59ccc7a9ef04b1d83649f5833bae49ed7857601da63ac4f82923e426d22cbf3d
8.6	Alcibiades	137	135	0.881	0.609	RENDER	ARC	"""master of the feast until you are well drunk"", ""bade""."	1a46be71fa9d29b2482cfc42e7543bb614435213f2fd8ed032c4517f34bf75f2	0e6b84a311711b9c5b006a405da679dd0450179fa2ee522526064f024a473015
8.7	Alcibiades	26	26	0.885	0.885	RETAIN		Already clear, faithful modern English; retained (not paraphrased to lower similarity).	c5084d160b2b4e86a0a4d3a3ad86739259f9b4036a5b5ae2b0c7bcf382080f84	c5084d160b2b4e86a0a4d3a3ad86739259f9b4036a5b5ae2b0c7bcf382080f84
8.8	Alcibiades	12	12	0.833	0.667	TARGETED	ARC	"""Hail, worthy son of a most wise and worthy sire""."	7436d5d7a8ad3d84a947a980291441194e9730df4c11c70ff409829f7511647d	41d17220a839988575681c59e9f738fb07e9d2b0feecb1b7913812cc88c5913d
8.9	Alcibiades	11	11	0.636	0.636	RETAIN		Short answer or one-line exchange; already clear.	6ec46c0f96e7f1816438081d900488736826525279ee149f9fe738b2ea9639fa	6ec46c0f96e7f1816438081d900488736826525279ee149f9fe738b2ea9639fa
8.10	Alcibiades	7	10	0.714	0.588	TARGETED	TYP IMG	"Alcibiades keeps speaking into the verse line; the open quotation and ""In Homer's words"" (Jowett's own note cites Pope's Homer) prevent the verse being read as Eryximachus's reply (Review 2 #58). ""As Homer says"" became ""In Homer's words"" (Recheck 2 #9)."	76687515c3be5b8824219055dab20266dee7c3561cf76a00210bb52069bac770	aac75cbae7df00b196abb159e3802d397a9d84ddc6434fd47cf8f3ec6b45b7da
8.11	Alcibiades	8	8	0.600	0.600	TARGETED	TYP	Verse text unchanged; the closing single quote removed because the sentence continues in 8.12 (Review 2 #58).	c9e1b0f0c14f4caf5035f29ab08d428bac86d821dc17b058695d9484073e20ed	b90c3895b5bb26c0498e76710d9412c51c70f47cc7dc02760e3a34452c614206
8.12	Alcibiades	10	10	0.700	0.700	RETAIN		Continuation after a verse line; already clear and correctly quoted.	dfd766f38664fc5e749bfd36b919ce71993575279a4d43c8b2f51ca1b2a41535	dfd766f38664fc5e749bfd36b919ce71993575279a4d43c8b2f51ca1b2a41535
8.13	Alcibiades	84	83	0.934	0.470	TARGETED	ARC	"""have well drunken"", ""impose upon Socrates any task"", ""right hand neighbour""."	9020e44395244fb9620a5a8a3634f24ce71c2c0d2bc21f688d6dfd9f79bcfc32	3358c65ccac23f40e852dcc47dcdfdf19b82d2a84d7a42050ca12c3b82da1519
8.14	Alcibiades	77	68	0.896	0.428	TARGETED	ARC FF	"""sweet friend"", ""the very reverse is the fact"", ""God or man"" (god)."	4721ad983cacf00ab192c04c55e2e78141675e96a0b77bedb2e16045e789af37	f198d6ee2a6309eb28ca514061c74e59e8f74d8d9a4429b11125fa60072eaae9
8.15	Alcibiades	4	4	0.500	0.500	RETAIN		"Short answer or one-line exchange; already clear. ""For shame"" is still current English."	16df5b640c1b6fdfbdf8be7f81b4c100834311f10ef06c3217fecf34ebc95cb1	16df5b640c1b6fdfbdf8be7f81b4c100834311f10ef06c3217fecf34ebc95cb1
8.16	Alcibiades	23	19	0.826	0.619	TARGETED	ARC	"""when you are of the company""."	e4432dd75bd9fca47ef863c53c09c9a56ade4112b51472c3469ed0c2a6899ff8	79247bf49b40e13ffb4027c64ceb688945a2528f77f89e9464f130d8335af5a2
8.17	Alcibiades	9	9	0.556	0.444	TARGETED	TYP	"Missing comma made ""if you like praise Socrates"" misreadable."	8a1773f9243702c2f1d4cd85848c41bbb5ba75005e3b60313e830e8ed633afc9	8a72486afb688a5d083d9bb40fc367c88390846cd97608e672402376e4b6540b
8.18	Alcibiades	18	18	0.722	0.722	RETAIN		Already clear, faithful modern English; retained (not paraphrased to lower similarity).	b652452fb76b3a4fd488f7b1274eb29705b6d761ffc57f873c25ddfa89b9c394	b652452fb76b3a4fd488f7b1274eb29705b6d761ffc57f873c25ddfa89b9c394
8.19	Alcibiades	23	22	0.783	0.400	TARGETED	ARC	"""What are you about?"""	0aa4c58a30622cf17f23d25bb439d79df676bc5de7c4c54105ec9f14f097f8ac	1c9a42bf4360149766a0ac63f2427cb8492fb0d97ed604d6c956004cacb6f97b
8.20	Alcibiades	12	12	0.833	0.833	RETAIN		Already clear, faithful modern English; retained (not paraphrased to lower similarity).	da4a03078534037a2ae9af2f584d1e29f30a43c8d5263b6327a7428a62942d54	da4a03078534037a2ae9af2f584d1e29f30a43c8d5263b6327a7428a62942d54
8.21	Alcibiades	11	11	0.818	0.818	RETAIN		Already clear, faithful modern English; retained (not paraphrased to lower similarity).	e6234c63e9ffdaa7f7870d5ce76af67bae65e163646c24168253010f8bbd767e	e6234c63e9ffdaa7f7870d5ce76af67bae65e163646c24168253010f8bbd767e
8.22	Alcibiades	77	66	0.922	0.392	TARGETED	ARC SYN	"""speak any how"", ""the fluent and orderly enumeration of all your singularities""."	2eafdf7a8331a1e209a4debb407b943d7f5608896db8a350fb2b29e7aec9f7f9	9f296a4aa15c259e963ae42147a72215166dbb4ba4e35cacce03f39582fb3212
8.23	Alcibiades	255	242	0.978	0.518	RENDER	FF IMG TYP	"""bully"" (Greek hybristes; modern sense misleads: insolent); ""statuaries' shops"", ""Aye""; Olympus identified as Marsyas's pupil; ""reveal the wants of those who have need of gods"" (reveal who needs the gods); set speech unquoted."	cd5a3cd30ea24270a3fb0db4841f3641a4bd45301671a7b9ab013e3ec4531667	76293ce2edd39686fc89cdf021b5ab5924baa3b22aaafc9e2262e712d9236e5f
8.24	Alcibiades	281	278	0.993	0.549	RENDER	IMG FF ARC	"""Corybantian reveller"" glossed, ""my eyes rain tears"", ""brought me to such a pass"", ""the voice of the siren"", ""transfix me"", ""the wants of my own soul"" (needs)."	643663ee13ea57597f0e7afe9bbb343e473c659059d42f7c4d33fd35ccfcc45a	a19e4ef73ccb79d8d29f7d6324cc24d772e9fe72331a40482e36f2fba29abdc4
8.25	Alcibiades	125	115	0.984	0.692	RENDER	ARC	"""Many a time have I wished""."	2101cc4dca8e5018cee15b7305b1972f0e31f50629ca388d979efcef69841e8b	1b703d7a933176c73b6e4c500b9b2d09d97e1cbf15ff568ea0e5adfb92ac8bfe
8.26	Alcibiades	283	273	0.968	0.547	RENDER	ARC FF	"""See you how fond he is of the fair?"", ""temperance"" (self-control), ""Know you"", ""flouting"", ""enamoured"". Jowett's ""hear him tell what he knew"" kept (STYLE §1a; Recheck 2 #10, consistency pass #1)."	24663d2d116df340758c286defc1818a09585aa60aa187a3929194d6bfa4245e	e5360c0fa411448030a694a155898b4910e04f124fb1b4e77681b51ba858843b
8.27	Alcibiades	285	268	0.991	0.536	RENDER	ARC IMG	"""In the prosecution of this design"", ""palaestra"" (wrestling school), ""closed with me"", ""made no way"", ""sup"", ""a designing lover"", ""had not the face""."	96c283ba1cd713a9db8d76b5b18e3cb3068ab6f4249f72e085e5ef5ef7a9db72	854192e191e31bc48cb0eff5a3fbb69cd8bd45b24cf7f28507322d7a7ecb930d
8.28	Alcibiades	261	282	0.966	0.457	RENDER	FF IMG ARC	"""ingenuous youth"" (now means naive; here a young and gifted soul); the ""in vino veritas"" proverb rendered in English; ""profane and unmannered persons"" (uninitiated and uncouth)."	346311c55c5c9571ad2093ed6f33007326b2828b5f59e7f191a4f2e00c5c8764	161c9b28fcc94de33f263ac9fd7778f21e62a38f7f3e06ed75aa467a3830b9f9
8.29	Alcibiades	308	302	0.969	0.560	RENDER	ARC IMG	"""meditating"", ""lay at your feet""; ""like Diomede, gold in exchange for brass"" glossed as the Homeric exchange of armor."	bd6f2fb7e0c0bc97b3ddba93f26bd4d65bb4442d658163528bf5bc112687c84f	a1803ea48bfe916b3a799d48cd1063eaa310d3c93bbf59561f87a68af660b2b4
8.30	Alcibiades	235	235	0.970	0.509	RENDER	ARC FF	"""this wonderful monster"", ""superior to my solicitations"", ""hear, O judges"", ""the haughty virtue"", ""arose as from the couch of a father"". Stray comma removed (Recheck 2 #12). Jowett's understatement ""had some attractions"" restored (Recheck 3 #7)."	063c87521f298a776889d38e2832788d97a29cf65fa4747935bc6b9d71ae21bc	2fa497f53790f46390c105b2da85e30dc591d4c29bf3eeeffedc40ed5940bdcc
8.31	Alcibiades	264	255	0.977	0.501	RENDER	FF ARC IMG	"""messed together"", ""temperance"" (self-control), Ajax and steel, ""wonderful to relate!"", ""fortitude""."	40f21de3249c5784e3ddd1f4d9e623bb082557274e1385d71f6dbac883347bc9	e673e6e98ed9dc9c1a2370da2322b64aaf387cb169043b65a77625d3aad35763
8.32	Alcibiades	85	87	0.982	0.491	RENDER	ARC	"""swathed in felt and fleeces"", ""looked daggers""."	4a91a7d76f448dca3b2ce04f3436338f49fe3264e7fbe623ec0d67c599eb18e6	371024ba762faa65e59a13568bf895795fa4ba56decba480f962c5cf794b7157
8.33	Alcibiades	17	24	1.000	0.732	TARGETED	IMG	"The following verse line is a Homeric quotation; signaled (""as Homer puts it"")."	fb07a09f23f0d2f58d5ef2e86f5184f490c4729f50ebaa3df009b2966d11bc95	99f4c2d6cdf796cfc55d62e208f6b70e1e01f7eeaf9d47fe1662f85ead9ad031
8.34	Alcibiades	9	9	1.000	1.000	RETAIN		Verse quotation; kept as is by rule (STYLE §2).	a918ac58a7b23948ce794e6fb71b68a801cef29d99a98df3bf3a52048256c0dd	a918ac58a7b23948ce794e6fb71b68a801cef29d99a98df3bf3a52048256c0dd
8.35	Alcibiades	255	253	0.950	0.493	RENDER	ARC FF	"""the rumour ran through the wondering crowd"", ""impeach"", ""prize of valour""; order of the prize story kept."	3da3b407510e3ccfd0aaafacd20479e8ab07e7dc069f4a8010182c986c3afb16	5ec87cf89148900fd04c6f83b6c12311889b6c7e52e63a45009afadc49922300
8.36	Alcibiades	223	231	0.964	0.493	RENDER	ARC IMG	"""heavy-armed"", ""as you describe"" (Aristophanes's comedy), ""presence of mind"", ""Many are the marvels which I might narrate""."	e5f5dd7c0ed45be5184595a6449713765cd3f4d35bc24dfc84ac4c01dc406f9e	66ae7a9a67a807e9ee4f0627a4bc34adad30bca25f632ed0e90c983a206b814d
8.37	Alcibiades	222	208	0.957	0.520	RENDER	IMG ARC	"Brasidas / Nestor and Antenor comparisons; ""the wanton satyr"" (insolent, as 8.23); ""pack-asses"", ""curriers"", ""the whole duty"". Jowett's ""are ridiculous"" (Recheck 2 #13)."	40da0fd6a954f5165770488cf6638ef182b58f0225dc78132de63232bfe7a238	3c79dae3c4c57f0da94a8e3f15c03a6bfa2641cd4049d71d780318ec6904634f
8.38	Alcibiades	92	95	0.956	0.465	RENDER	ARC SYN	"""making them pay their addresses to him"" (the lover/beloved reversal), ""Wherefore"", ""Be not deceived""."	749d351a2576109e35d74bc95f240ab596c40bdb5b5696ec6a9e1f3037058e12	4b5150c0b545a40a032f4c470b413f8d55f3ea83cea9f78d0090384b3cacac8c
8.39	Alcibiades	125	131	0.948	0.612	RENDER	ARC IMG	"""gone so far about"", ""ingenious circumlocution"", ""Satyric or Silenic drama"" (satyr play), ""set us at variance"". Jowett's parallel ""and your idea is that"" (Recheck 2 #14)."	714debf56b7ff4803f2253208586d96f23b47d79a62eef2652f745320a4ac5e9	db7606d2319f40a436b13626dec1f8e01c801983d67210c4357d95c36038b721
8.40	Alcibiades	48	39	0.896	0.391	TARGETED	ARC	"""I am disposed to think""."	31dff27c6c9fdb7b15c40ade217a1b8ecc8cc3720cabb0375c1a227224469788	2f0adabe04344cf5559fd7b606d66a0e79d6ec7a5d5e171b2d67a01fd5ce7dea
8.41	Alcibiades	16	15	0.750	0.452	TARGETED	IMG	"""the couch below me"" (next place in the seating order) clarified."	c36b22d33259aad4efa1517a8e7ba86d24ca415262594282d67b5f609124add2	9bd23d5d4421f217c9aeb299832dab5a2bf71501a5e0bd02874ac1ea3ab2b6c6
8.42	Alcibiades	32	31	0.906	0.508	TARGETED	ARC	"""Alas"", ""I do beseech you""."	07059140d8c776e6d50b4afb1918fac5648aea7e3418e49028272b2cdfaee2ae	82183cbedb108ca5fe3a836a005867fcb4a3f6d55b143f65ad1838985a595448
8.43	Alcibiades	62	67	0.919	0.496	TARGETED	SYN ARC	"The order-of-praise logic (""he will be out of order in praising me again"") made followable; ""entreat"". Jowett's ""out of order"" kept (Recheck 2 #15)."	c899dd034453c91c18e61298682f0d3b41072522a2d4288eafc9a2f096828cad	efa575d1c9c8a8541c4d74128ea67ccf1b043d5b88f698c3e7afaf200c97f5f6
8.44	Alcibiades	14	14	0.714	0.143	TARGETED	ARC	"""that I may be praised by Socrates""."	dc32b38e1f473f528463140516c8aacc190ac1c4350fe722cbb94935f12ea9d2	46a4498559ffd8a1e46d0e5c5223c0bb35f18b7e048816868f306c6d886e91f8
8.45	Alcibiades	32	34	0.844	0.424	TARGETED	ARC FF	"""The usual way"", ""the fair"", ""a specious reason"". ""made up a plausible excuse"" for ""invented a specious reason""; ""beautiful people"" (glossary; Recheck 2 #16, consistency pass #18)."	173c77fecd1121518cd430a6ce8f227ccca697ff2669bbda2d90053212073740	97a32df143561cffc777b53bd0d3a5cf10e490c88341c2204eccd780614236d3
8.46	Alcibiades	263	263	0.272	0.272	RETAIN		Already clear, faithful modern English; retained (not paraphrased to lower similarity). Already a modern rendering (accepted baseline); retained.	d58872a0efbc88e80e8b8ff932359ec28dcf608209a86d5fa0c693845d8f5de3	d58872a0efbc88e80e8b8ff932359ec28dcf608209a86d5fa0c693845d8f5de3
